"Follow Settings";"Follow Settings"
"Do you want to enable user follow functionality on your website?";"Do you want to enable user follow functionality on your website?"
"Allow user to choose follow verification";"Allow user to choose follow verification"
"Do you want to allow site users to choose follow verification on your website? If you choose Yes then users can select how they want to be followed themseleve, directly or with a follow request. Users can manage this setting on their privacy settings page.";"Do you want to allow site users to choose follow verification on your website? If you choose Yes then users can select how they want to be followed themseleve, directly or with a follow request. Users can manage this setting on their privacy settings page."
"Auto Follow / Approvals";"Auto Follow / Approvals"
"Do you want to enable auto follow / approvals functionality on your website? If you choose Yes then users can follow anyone directly without sending a follow request.";"Do you want to enable auto follow / approvals functionality on your website? If you choose Yes then users can follow anyone directly without sending a follow request."
"Enable Follow Verification";"Enable Follow Verification"
"Do you want to enable follow verification?";"Do you want to enable follow verification?"
"Yes, enable verification";"Yes, enable verification"
"No, enable auto follow";"No, enable auto follow"
"Your follow request has been sent successfully.";"Your follow request has been sent successfully."
"Your follow request has been cancelled.";"Your follow request has been cancelled."
"Follow request deleted successfully.";"Follow request deleted successfully."
"Follow request accepted successfully.";"Follow request accepted successfully."
"User unfollowed successfully.";"User unfollowed successfully."
"You are now following this user.";"You are now following this user."
"{item:$subject} has started following you.";"{item:$subject} has started following you."
"{item:$subject} has requested to follow you.";"{item:$subject} has requested to follow you."
"{item:$subject} has accepted your follow request.";"{item:$subject} has accepted your follow request."
"{item:$subject} created a {item:$object:$itemtype} you might like.";"{item:$subject} created a {item:$object:$itemtype} you might like."
"%s wants to follow you.";"%s wants to follow you."
"Confirm";"Confirm"
"Delete";"Delete"
"Requested";"Requested"
"Cancel Follow Request";"Cancel Follow Request"
"Follow";"Follow"
"Unfollow";"Unfollow"
"Use [code] to verify your registration. This code will get expired in [expirytime].";"Use [code] to verify your registration. This code will get expired in [expirytime]."
"Use [code] for verification and reset your password. This code will get expired in [expirytime].";"Use [code] for verification and reset your password. This code will get expired in [expirytime]."
"Use [code] for verification and editing your phone number. This code will get expired in [expirytime].";"Use [code] for verification and editing your phone number. This code will get expired in [expirytime]."
"Use [code] for verification and adding your phone number. This code will get expired in [expirytime].";"Use [code] for verification and adding your phone number. This code will get expired in [expirytime]."
"Use [code] for verification and login. This code will get expired in [expirytime].";"Use [code] for verification and login. This code will get expired in [expirytime]."
"Use [code] for delete your account. This code will get expired in [expirytime].";"Use [code] for delete your account. This code will get expired in [expirytime]."
"Manage Countries";"Manage Countries"
"This page lists all the countries you can enable disable on your website for country code. Also, you can choose the icons for the countries and make any country code default for your website.";"This page lists all the countries you can enable disable on your website for country code. Also, you can choose the icons for the countries and make any country code default for your website."
"Country Name";"Country Name"
"Phone Code";"Phone Code"
"Icon";"Icon"
"Enabled";"Enabled"
"With Selected:";"With Selected:"
"Disabled";"Disabled"
"Search";"Search"
"Edit Country";"Edit Country"
"Country Icon (This will show up in the country code dropdown with the country names.)";"Country Icon (This will show up in the country code dropdown with the country names."
"Do you want to make this country default for your site?";"Do you want to make this country default for your site?"
"Do you want enable this country?";"Do you want enable this country?"
"This is the default country, so before disabling it, please choose another default country for your site.";"This is the default country, so before disabling it, please choose another default country for your site."
"Choose an icon to show with this country. This icon will show in both user panel and admin panel of your site. [Note: You can add a new icon from the ""<a href=""%1$s"" target=""_blank"">File & Media Manager</a>"" section. If you leave the field blank then nothing will show.]";"Choose an icon to show with this country. This icon will show in both user panel and admin panel of your site. [Note: You can add a new icon from the ""<a href=""%1$s"" target=""_blank"">File & Media Manager</a>"" section. If you leave the field blank then nothing will show.]"
"You have successfully edited the country.";"You have successfully edited the country."
"Edit";"Edit"
"Status";"Status"
"3rd Party Services Integration";"3rd Party Services Integration"
"Here, you can configure the 3rd party services to enable OTP on the signup and login on your website. You can also enable or disable any service anytime. To enable and disable the service click on edit button and here you can enable and disable it.";"Here, you can configure the 3rd party services to enable OTP on the signup and login on your website. You can also enable or disable any service anytime. To enable and disable the service click on edit button and here you can enable and disable it."
"Amazon";"Amazon"
"Twilio";"Twilio"
"MSG91";"MSG91"
"Option";"Option"
"Title";"Title"
"Integration with Amazon";"Integration with Amazon"
"Fill up the form below to integrate amazon services to enable OTP on your site.";"Fill up the form below to integrate amazon services to enable OTP on your site."
"Client Id";"Client Id"
"Enter the Client ID below.";"Enter the Client ID below."
"Client Secret";"Client Secret"
"Enter the Client Secret below.";"Enter the Client Secret below."
"Region";"Region"
"Enable";"Enable"
"Do you want to enable Amazon Services?";"Do you want to enable Amazon Services?"
"Integration with Twilio";"Integration with Twilio"
"Fill up the form below to integrate twilio services to enable OTP on your site.";"Fill up the form below to integrate twilio services to enable OTP on your site."
"Account SID";"Account SID"
"Enter the Account SID below.";"Enter the Account SID below."
"Auth Token";"Auth Token"
"Enter the Auth Token below.";"Enter the Auth Token below."
"Phone Number";"Phone Number"
"Enter the phone number that you have purchased from Twilio. [Note: The number should start with country code & should not have any space or any other special character anywhere in the number. For Example: +3456XXXXXXX.]";"Enter the phone number that you have purchased from Twilio. [Note: The number should start with country code & should not have any space or any other special character anywhere in the number. For Example: +3456XXXXXXX.]"
"Do you want to enable Twilio Services?";"Do you want to enable Twilio Services?"
"Integration with MSG91";"Integration with MSG91"
"Fill up the form below to integrate MSG91 services to enable OTP on your site.";"Fill up the form below to integrate MSG91 services to enable OTP on your site."
"Back to 3rd Party Services Integration";"Back to 3rd Party Services Integration"
"Authorization Key";"Authorization Key"
"Enter the Authorization Key below.";"Enter the Authorization Key below."
"Template ID";"Template ID"
"Enter the Template ID below.";"Enter the Template ID below."
"Sender Id";"Sender Id"
"Enter the Sender ID below.";"Enter the Sender ID below."
"Do you want to enable MSG91 Services?";"Do you want to enable MSG91 Services?"
"There are no country available matching your search criteria.";"There are no country available matching your search criteria."
"OTP Settings";"OTP Settings"
"These settings affect all members in your community.";"These settings affect all members in your community."
"Display Phone Number During Signup / Login / Forgot Password";"Display Phone Number During Signup / Login / Forgot Password"
"Do you want to display the phone number field on your website? If you choose Yes, then users on your website will see phone number field on your site.";"Do you want to display the phone number field on your website? If you choose Yes, then users on your website will see phone number field on your site."
"Login Security Check";"Login Security Check"
"Select the check that you want to secure login on your website.";"Select the check that you want to secure login on your website."
"Default (Only Password)";"Default (Only Password)"
"Either with OTP or Password";"Either with OTP or Password"
"Two Factor Login Verification (Both OTP & Password)";"Two Factor Login Verification (Both OTP & Password)"
"Manage & Send Messages";"Manage & Send Messages"
"Below, you will find all the messages which you have sent to your users from this website in relation to OTP. You can use this page to monitor these messages and modify them, if required. Entering criteria into the filter fields will help you find particular message(s). Leaving the filter fields blank will show all the messages on your social network.";"Below, you will find all the messages which you have sent to your users from this website in relation to OTP. You can use this page to monitor these messages and modify them, if required. Entering criteria into the filter fields will help you find particular message(s). Leaving the filter fields blank will show all the messages on your social network."
"Send Message (SMS)";"Send Message (SMS)"
"There are no messages.";"There are no messages."
"User Name";"User Name"
"Message";"Message"
"Time Duration";"Time Duration"
"Dependent On";"Dependent On"
"Today";"Today"
"Last 7 Days";"Last 7 Days"
"Specific Time";"Specific Time"
"From";"From"
"To";"To"
"Member Levels";"Member levels"
"Profile Types";"Profile Types"
"Sent To";"Sent To"
"Based On";"Based On"
"Profile Type";"Profile Type"
"Member Level";"Member Level"
"Creation Date";"Creation Date"
"Here, you can send messages to the members of your website who have signed up via phone numbers. The message will be sent as SMS on their phones.";"Here, you can send messages to the members of your website who have signed up via phone numbers. The message will be sent as SMS on their phones."
"Send To";"Send To"
"All Members";"All Members"
"Specific Member";"Specific Member"
"Member Name";"Member Name"
"Start typing the name of the member and choose the member from the auto-suggest list in below field.";"Start typing the name of the member and choose the member from the auto-suggest list in below field."
"Message sent successfully.";"Message sent successfully."
"You have %s members whose data has not been imported yet.";"You have %s members whose data has not been imported yet."
"Import User Data";"Import User Data"
"Are you sure you want to import first names, last names, gender, and birthdates of members on your site? Please do not close this popup.";"Are you sure you want to import first names, last names, gender, and birthdates of members on your site? Please do not close this popup."
"Import";"Import"
"Manage Avatar Images";"Manage Avatar Images"
"Upload Avatar Image";"Upload Avatar Image"
"Upload New Avatar Image";"Upload New Avatar Image"
"Avatar Image";"Avatar Image"
"Choose the Avatar image you want to upload on your website.";"Choose the Avatar image you want to upload on your website."
"Upload";"Upload"
"Cancel";"Cancel"
"Avatar Image Uploaded Successfully.";"Avatar Image Uploaded Successfully."
"Are you sure you want to delete the selected avatar images?";"Are you sure you want to delete the selected avatar images?"
"Delete Selected";"Delete Selected"
"Delete This Avatar Image";"Delete This Avatar Image"
"Are you sure that you want to delete this avatar image? It will not be recoverable after being deleted.";"Are you sure that you want to delete this avatar image? It will not be recoverable after being deleted."
"Delete";"Delete"
"Avatar Image Deleted Successfully.";"Avatar Image Deleted Successfully."
"There are no avatar images added by you.";"There are no avatar images added by you."
"%s avatar image found.";"%s avatar image found.";"%s avatar images found."
"This page lists all the Avatar Images uploaded by you. From below you can upload Avatar Images from your computer or hard drive. <br />";"This page lists all the Avatar Images uploaded by you. From below you can upload Avatar Images from your computer or hard drive. <br />"
"Add Avatar";"Add Avatar"
"Edit Avatar";"Edit Avatar"
"Save";"Save"
"Your avatar is successfully added.";"Your avatar is successfully added."
"Choose Avatar";"Choose Avatar"
"Send Code";"Send Code"
"Back to Login";"Back to Login"
"Phone Number or email address";"Phone Number or email address"
"If you cannot login because you have forgotten your password, please enter the details below to reset your password.";"If you cannot login because you have forgotten your password, please enter the details below to reset your password."
"Email address or phone number";"Email address or phone number"
"Please enter a valid phone number or email address.";"Please enter a valid phone number or email address."
"A user account with this email address is not found.";"A user account with this email address is not found."
"A user account with this phone number is not found.";"A user account with this phone number is not found."
"Enter your password.";"Enter your password."
"The passwords you entered did not match.";"The passwords you entered did not match."
"Enable two step verification on login. Note: (This setting only works with Phone Number.)";"Enable two step verification on login. Note: (This setting only works with Phone Number.)"
"Phone Number";"Phone Number"
"One Time Password (OTP)";"One Time Password (OTP)"
"A one time password (OTP) has been sent to your phone number. Please check and enter it in the field below to verify your phone number.";"A one time password (OTP) has been sent to your phone number. Please check and enter it in the field below to verify your phone number."
"Enter OTP";"Enter OTP"
"Weak";"Weak"
"Strong";"Strong"
"Send Message";"Send Message"
"Here, you can send message to this member which has signed up via phone number on your website. The message will be sent as SMS on the mobile phone.";"Here, you can send message to this member which has signed up via phone number on your website. The message will be sent as SMS on the mobile phone."
"Email address or username";"Email address or username"
"Email address, username, or phone number";"Email address, username, or phone number"
"The credentials you have supplied are invalid. Please check your email or phone number and password, and try again.";"The credentials you have supplied are invalid. Please check your email or phone number and password, and try again."
"Signup & Profile Settings";"Signup & Profile Settings"
"Enable Username?";"Enable Username?"
"Enable Confirm Password?";"Enable Confirm Password?"
"If you have selected Yes, members will be given the option to enter a confirm password field during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option to enter a confirm password field during signup process. If you have selected No, this field will not show."
"Enable Birthday?";"Enable Birthday?"
"If you have selected Yes, members will be given the option of choosing their birthday during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option of choosing their birthday during signup process. If you have selected No, this field will not show."
"Enable Gender?";"Enable Gender?"
"If you have selected Yes, members will be given the option of choosing their gender during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option of choosing their gender during signup process. If you have selected No, this field will not show."
"Enable Profile Type?";"Enable Profile Type?"
"If you have selected Yes, members will be given the option of choosing a profile type during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option of choosing a profile type during signup process. If you have selected No, this field will not show."
"Enable Timezone?";"Enable Timezone?"
"If you have selected Yes, members will be given the option of choosing their timezone during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option of choosing their timezone during signup process. If you have selected No, this field will not show."
"Enable Language?";"Enable Language?"
"If you have selected Yes, members will be given the option of choosing their language during signup process. If you have selected No, this field will not show.";"If you have selected Yes, members will be given the option of choosing their language during signup process. If you have selected No, this field will not show."
"Receive New Signup Alerts";"Receive New Signup Alerts"
"Enter the email in the box below on which you want to receive emails whenever a new signup is created on your website.";"Enter the email in the box below on which you want to receive emails whenever a new signup is created on your website."
"Please make sure the ""password"" and ""password again"" fields match.";"Please make sure the ""password"" and ""password again"" fields match."
"Please enter first name.";"Please enter first name."
"Please enter last name.";"Please enter last name."
"Please verify your email address.";"Please verify your email address."
"Please enter a valid phone number.";"Please enter a valid phone number."
"Please verify your phone number.";"Please verify your phone number."
"The security code you have entered is not correct. Please check your code and try again.";"The security code you have entered is not correct. Please check your code and try again."
"Expires in ";"Expires in "
"Token Expired";"Token Expired"
"Resend OTP";"Resend OTP"
"Enter Code";"Enter Code"
"Code Expired";"Code Expired"
"Please enter the security code.";"Please enter the security code."
"Back to Home";"Back to Home"
"Send OTP";"Send OTP"
"No record of a member with this phone number is found.";"No record of a member with this phone number is found."
"No record of a member with this email address is found.";"No record of a member with this email address is found."
"Back to log in form";"Back to log in form"
"OTP";"OTP"
"Enter OTP";"Enter OTP"
"You have reached limit of attempts via OTP. Please wait for %s and try again.";"You have reached limit of attempts via OTP. Please wait for %s and try again."
"Validate OTP (One Time Password)";"Validate OTP (One Time Password)"
"The OTP you entered is invalid. Please enter the correct OTP.";"The OTP you entered is invalid. Please enter the correct OTP."
"Someone has already registered this phone number, please use another one.";"Someone has already registered this phone number, please use another one."

"%s FOLLOWER";"%s follower"
"%s FOLLOWERS";"%s followers"
"%S MUTUAL FRIENDS";"%s mutual friends"
"%S MUTUAL FRIEND";"%s mutual friend"
"Users Activity";"Users Activity"
"Users Online";"Users Online"
"Active Users";"Active Users"
"Last Hour";"Last Hour"
"Active";"Active"
"Following";"Following"

"Allow status messages?";"Allow status messages?"
"USER_FORM_ADMIN_SETTINGS_LEVEL_STATUS_DESCRIPTION";"If set to ""yes"", members can post their ""status"" on their profile. By updating their status, members can tell others what they are up to, what's on their minds, etc."


"Test User for Login via OTP";"Test User for Login via OTP"
"Select user from below auto suggest box which you want to make test user to login via OTP on your site. Note: Only those users will show here who have entered phone numbers in their account.";"Select user from below auto suggest box which you want to make test user to login via OTP on your site. Note: Only those users will show here who have entered phone numbers in their account."
"Test OTP Code";"Test OTP Code"
"Enter the 6 digit OTP which will be used by the test user to login via OTP on your site.";"Enter the 6 digit OTP which will be used by the test user to login via OTP on your site."

"pagetitle-payment-wallet-settings";"Wallet"
"{item:$subject} has added a new cover photo.";"{item:$subject} has added a new cover photo."
"{item:$subject} has added a new profile photo: {body:$body}";"{item:$subject} has added a new profile photo: {body:$body}"
"Set a Status";"Set a Status"
"Do Not Sell My Info";"Do Not Sell My Info"
